date,iso_code,maxtempC,mintempC,tempC,FeelsLikeC,HeatIndexC,humidity,pressure,uvIndex,totalSnow_cm,sunHour,windspeedKmph,precipMM
2021-01-14,SVK,-0,-2,-0,-7,-1,80,1013,1,3.3,3.3,22,4.3
2021-01-15,SVK,-1,-5,-1,-7,-2,81,1020,1,0.1,5.1,18,0.2
2021-01-16,SVK,-3,-4,-3,-10,-4,74,1022,1,0.7,3.3,21,0.8
2021-01-17,SVK,-3,-6,-3,-10,-5,74,1020,1,0.0,5.1,15,0.0
2021-01-18,SVK,-3,-9,-3,-8,-6,88,1024,1,4.1,3.4,7,5.3
2021-01-19,SVK,1,-4,1,-4,-1,87,1020,1,2.6,5.1,10,3.5
2021-01-20,SVK,2,-1,2,-3,1,88,1014,1,0.0,6.9,11,3.9
2021-01-21,SVK,3,-3,3,-1,1,91,1009,2,0.0,8.7,10,0.0
2021-01-22,SVK,7,2,7,3,6,88,1002,2,0.0,5.2,13,0.3
2021-01-23,SVK,8,3,8,3,6,84,996,2,0.9,3.4,18,2.3
2021-01-24,SVK,4,-2,4,-2,2,84,999,1,3.6,5.2,15,5.4
2021-01-25,SVK,3,-1,3,-4,0,73,1001,1,0.0,5.2,17,0.0
2021-01-26,SVK,2,-1,2,-5,0,72,1011,1,0.0,6.9,19,0.0
2021-01-27,SVK,2,-2,2,-5,-0,78,1016,1,0.9,8.7,20,1.1
2021-01-28,SVK,4,-2,4,-2,1,88,1011,1,0.8,3.5,9,5.5
2021-01-29,SVK,3,-4,3,-1,2,93,1001,1,0.0,3.5,13,21.4
2021-01-30,SVK,8,2,8,2,5,76,998,2,0.0,7.0,20,0.3
2021-01-31,SVK,1,-1,1,-2,0,77,1004,1,0.0,3.5,7,0.0
2021-02-01,SVK,3,-1,3,-2,0,67,1003,2,0.0,8.7,8,0.0
2021-02-02,SVK,6,-1,6,-1,2,85,1011,1,0.0,3.5,11,0.0
2020-01-01,SVN,3,-1,3,1,1,81,1034,2,0.0,8.7,2,0.0
2020-01-02,SVN,5,0,5,2,2,78,1033,2,0.0,8.7,1,0.0
2020-01-03,SVN,4,-5,4,0,1,67,1028,2,0.0,8.7,2,0.0
2020-01-04,SVN,4,-1,4,1,1,78,1025,1,0.0,8.7,2,0.0
2020-01-05,SVN,4,-2,4,0,0,86,1031,1,0.0,8.7,3,0.0
2020-01-06,SVN,2,-2,2,-1,-1,78,1032,2,0.0,8.7,2,0.0
2020-01-07,SVN,2,-6,2,-1,-1,61,1028,2,0.0,8.7,2,0.0
2020-01-08,SVN,5,-2,5,1,1,59,1031,2,0.0,8.7,1,0.0
2020-01-09,SVN,5,-2,5,0,0,77,1027,2,0.0,8.7,3,0.0
2020-01-10,SVN,4,-3,4,-2,0,89,1024,1,0.0,8.7,6,0.0
2020-01-11,SVN,4,-2,4,-0,-0,89,1029,1,0.0,8.7,2,0.0
2020-01-12,SVN,3,-3,3,-0,-0,90,1030,1,0.0,6.9,2,0.0
2020-01-13,SVN,5,-2,5,0,1,84,1027,2,0.0,8.7,3,0.0
2020-01-14,SVN,4,-2,4,-1,1,87,1024,1,0.0,8.7,6,0.0
2020-01-15,SVN,4,-2,4,-0,1,89,1025,1,0.0,8.7,4,0.0
2020-01-16,SVN,5,-2,5,1,1,87,1030,1,0.0,8.7,2,0.0
2020-01-17,SVN,5,-1,5,1,1,90,1026,1,0.0,5.2,1,0.0
2020-01-18,SVN,3,-0,3,0,1,97,1024,1,0.5,3.4,4,9.2
2020-01-19,SVN,4,-2,4,1,1,93,1028,1,1.1,5.2,3,1.3
2020-01-20,SVN,1,-3,1,-4,-1,88,1042,1,0.0,6.9,8,0.1
2020-01-21,SVN,3,-3,3,-1,-1,84,1042,1,0.0,6.9,2,0.1
2020-01-22,SVN,5,-3,5,1,1,66,1033,2,0.0,8.7,2,0.0
2020-01-23,SVN,4,-1,4,-0,1,82,1033,2,0.0,8.7,3,0.0
2020-01-24,SVN,6,-2,6,1,2,80,1027,2,0.0,8.7,4,0.0
2020-01-25,SVN,6,-1,6,2,3,94,1023,1,0.0,3.5,3,0.8
2020-01-26,SVN,4,-0,4,2,3,95,1021,1,0.0,3.5,1,2.1
2020-01-27,SVN,7,1,7,3,4,89,1019,1,0.0,8.7,2,0.1
2020-01-28,SVN,7,1,7,3,5,89,1007,2,0.0,3.6,10,11.8
2020-01-29,SVN,6,1,6,2,3,90,1011,1,0.0,7.0,3,5.0
2020-01-30,SVN,4,1,4,2,2,89,1018,1,0.0,7.0,4,0.0
2020-01-31,SVN,7,1,7,2,4,87,1018,2,0.0,8.7,10,0.1
2020-02-01,SVN,6,1,6,3,4,94,1017,2,0.0,3.7,5,0.3
2020-02-02,SVN,8,5,8,5,6,90,1018,2,0.0,5.4,6,0.1
2020-02-03,SVN,9,2,9,4,6,88,1015,2,0.0,8.7,8,0.0
2020-02-04,SVN,10,2,10,7,7,72,1008,2,0.0,7.0,7,0.3
2020-02-05,SVN,4,-2,4,-2,1,59,1017,2,0.0,8.7,11,0.0
2020-02-06,SVN,5,-3,5,1,1,50,1028,2,0.0,8.7,3,0.0
2020-02-07,SVN,6,-2,6,2,2,58,1027,2,0.0,8.7,2,0.0
2020-02-08,SVN,8,-1,8,3,3,71,1028,2,0.0,8.7,2,0.0
2020-02-09,SVN,7,-2,7,0,2,80,1028,1,0.0,8.7,9,0.0
2020-02-10,SVN,10,4,10,4,7,84,1016,2,0.0,3.8,19,0.9
2020-02-11,SVN,9,3,9,5,6,86,1011,2,0.0,7.1,4,2.0
2020-02-12,SVN,5,1,5,3,4,87,1018,1,0.0,5.4,4,0.0
2020-02-13,SVN,5,-1,5,2,2,86,1019,1,0.0,5.4,3,0.2
2020-02-14,SVN,9,4,9,6,6,81,1017,2,0.0,8.7,3,15.0
2020-02-15,SVN,8,2,8,5,5,83,1028,2,0.0,8.7,1,0.0
2020-02-16,SVN,9,1,9,4,4,82,1028,2,0.0,8.7,4,0.0
2020-02-17,SVN,9,2,9,3,6,85,1024,2,0.0,5.5,9,0.0
2020-02-18,SVN,7,3,7,5,6,94,1025,2,0.0,3.9,4,13.8
2020-02-19,SVN,6,-0,6,3,3,86,1022,1,0.0,7.1,3,0.1
2020-02-20,SVN,7,1,7,3,3,79,1024,2,0.0,8.7,3,0.0
2020-02-21,SVN,8,1,8,3,4,75,1026,3,0.0,8.7,5,0.0
2020-02-22,SVN,8,1,8,3,4,68,1031,2,0.0,7.2,4,0.0
2020-02-23,SVN,8,2,8,3,5,80,1025,3,0.0,8.7,8,0.0
2020-02-24,SVN,8,3,8,4,5,88,1021,2,0.0,5.6,6,0.0
2020-02-25,SVN,7,2,7,5,5,92,1010,2,0.0,4.1,5,2.0
2020-02-26,SVN,8,-2,8,1,3,94,1000,1,18.0,4.1,8,37.7
2020-02-27,SVN,4,-4,4,-1,1,83,1011,2,0.3,8.7,5,0.3
2020-02-28,SVN,6,-3,6,0,3,87,1011,1,0.0,7.2,9,0.4
2020-02-29,SVN,8,-1,8,2,4,65,1016,2,0.0,4.1,11,0.7
2020-03-01,SVN,8,4,8,5,6,92,1006,2,0.0,4.2,7,29.7
2020-03-02,SVN,9,3,9,5,7,87,1000,2,0.0,4.2,11,21.2
2020-03-03,SVN,8,-1,8,5,6,92,1000,2,0.0,4.2,5,30.9
2020-03-04,SVN,8,3,8,5,5,78,1012,2,0.0,8.7,4,6.8
2020-03-05,SVN,9,2,9,4,5,71,1010,3,0.0,8.7,6,0.0
2020-03-06,SVN,5,3,5,4,4,95,998,1,0.0,4.2,3,23.0
2020-03-07,SVN,8,2,8,4,5,84,1011,2,0.0,4.2,4,2.1
2020-03-08,SVN,10,1,10,5,5,75,1020,3,0.0,8.7,2,0.0
2020-03-09,SVN,8,2,8,5,5,79,1016,2,0.0,5.9,3,0.1
2020-03-10,SVN,12,2,12,6,7,75,1018,2,0.0,10.2,3,0.0
2020-03-11,SVN,14,5,14,9,10,72,1021,4,0.0,11.6,5,0.0
2020-03-12,SVN,14,5,14,8,9,78,1020,4,0.0,11.6,8,0.0
2020-03-13,SVN,9,4,9,6,7,93,1016,2,0.0,5.9,5,4.9
2020-03-14,SVN,6,-1,6,2,4,87,1021,1,0.0,6.0,11,8.2
2020-03-15,SVN,7,1,7,1,3,75,1024,2,0.0,11.6,8,0.3
2020-03-16,SVN,13,-2,13,5,6,56,1026,3,0.0,11.6,2,0.0
2020-03-17,SVN,12,2,12,7,7,65,1029,2,0.0,7.4,3,0.0
2020-03-18,SVN,15,6,15,10,11,73,1028,4,0.0,11.6,4,0.0
2020-03-19,SVN,17,7,17,11,12,75,1025,4,0.0,11.6,2,0.0
2020-03-20,SVN,17,8,17,12,12,76,1021,4,0.0,10.2,6,0.0
2020-03-21,SVN,13,6,13,9,10,78,1016,3,0.0,11.6,9,0.6
2020-03-22,SVN,5,-0,5,-2,2,69,1022,1,0.5,10.2,16,2.0
2020-03-23,SVN,5,-2,5,-3,1,44,1028,1,0.0,11.9,15,0.0
2020-03-24,SVN,4,-2,4,-3,1,48,1027,1,0.0,11.9,15,0.0
2020-03-25,SVN,3,-3,3,-5,-0,68,1024,1,0.1,7.9,18,0.5
2020-03-26,SVN,3,-3,3,-4,1,86,1019,1,4.4,7.9,18,6.2
2020-03-27,SVN,7,-2,7,2,4,84,1018,2,0.0,8.0,9,1.5
2020-03-28,SVN,13,3,13,7,8,75,1016,3,0.0,12.8,4,0.0
2020-03-29,SVN,16,5,16,9,10,75,1013,3,0.0,11.9,5,7.9
2020-03-30,SVN,4,-0,4,-1,3,82,1017,1,0.7,8.0,14,6.0
2020-03-31,SVN,5,-1,5,-3,1,53,1023,1,0.0,12.9,14,0.1
2020-04-01,SVN,7,-3,7,2,2,61,1022,2,0.0,12.9,4,0.0
2020-04-02,SVN,11,-2,11,5,5,52,1016,3,0.0,12.9,3,0.0
2020-04-03,SVN,14,0,14,8,9,58,1014,4,0.0,13.0,4,0.0
2020-04-04,SVN,12,2,12,7,8,69,1023,2,0.0,13.0,6,0.0
2020-04-05,SVN,13,4,13,7,9,66,1027,4,0.0,13.0,12,0.0
2020-04-06,SVN,14,6,14,9,11,60,1028,4,0.0,13.1,11,0.0
2020-04-07,SVN,13,4,13,8,10,58,1030,4,0.0,13.1,8,0.0
2020-04-08,SVN,15,3,15,10,11,55,1029,4,0.0,13.1,5,0.0
2020-04-09,SVN,20,6,20,13,14,54,1024,5,0.0,13.2,3,0.0
2020-04-10,SVN,21,7,21,13,14,56,1023,5,0.0,13.2,3,0.0
2020-04-11,SVN,20,8,20,14,16,65,1023,5,0.0,13.2,3,0.1
2020-04-12,SVN,21,8,21,14,15,62,1019,4,0.0,13.2,6,0.0
2020-04-13,SVN,18,8,18,12,13,53,1014,3,0.0,13.3,11,0.0
2020-04-14,SVN,8,-1,8,3,4,90,1018,1,7.1,9.6,6,18.7
2020-04-15,SVN,13,-1,13,6,7,73,1025,3,0.0,13.3,3,0.0
2020-04-16,SVN,19,3,19,11,11,65,1022,3,0.0,12.0,5,0.0
2020-04-17,SVN,21,6,21,14,15,57,1018,5,0.0,13.4,6,0.0
2020-04-18,SVN,23,7,23,15,16,58,1017,5,0.0,13.4,5,0.0
2020-04-19,SVN,24,9,24,15,15,72,1015,4,0.0,13.3,6,4.8
2020-04-20,SVN,12,7,12,8,10,73,1016,3,0.0,9.7,12,2.4
2020-04-21,SVN,13,5,13,6,9,61,1016,3,0.0,12.1,19,0.0
2020-04-22,SVN,14,5,14,9,11,63,1018,3,0.0,13.6,16,0.1
2020-04-23,SVN,15,5,15,10,11,68,1019,4,0.0,14.0,8,0.0
2020-04-24,SVN,21,5,21,12,13,65,1014,4,0.0,14.0,5,0.0
2020-04-25,SVN,21,7,21,14,16,63,1009,5,0.0,14.5,9,0.0
2020-04-26,SVN,15,10,15,12,13,85,1010,3,0.0,9.1,4,3.7
2020-04-27,SVN,16,7,16,13,13,78,1011,3,0.0,12.3,6,0.1
2020-04-28,SVN,19,8,19,13,14,74,1009,4,0.0,11.3,12,0.3
2020-04-29,SVN,14,10,14,12,12,89,1007,3,0.0,9.1,6,11.5
2020-04-30,SVN,19,7,19,12,12,83,1010,3,0.0,10.2,4,11.6
2020-05-01,SVN,16,10,16,13,12,85,1009,3,0.0,9.1,4,14.5
2020-05-02,SVN,15,9,15,12,12,89,1008,3,0.0,11.3,5,15.4
2020-05-03,SVN,18,9,18,13,13,75,1016,3,0.0,12.4,4,7.0
2020-05-04,SVN,19,5,19,13,14,64,1018,5,0.0,14.5,8,0.0
2020-05-05,SVN,19,7,19,13,13,70,1016,4,0.0,12.4,5,0.4
2020-05-06,SVN,15,7,15,9,10,79,1018,3,0.0,12.4,8,8.2
2020-05-07,SVN,22,5,22,14,14,66,1021,5,0.0,14.5,3,0.0
2020-05-08,SVN,22,8,22,15,16,68,1020,4,0.0,13.5,6,0.0
2020-05-09,SVN,22,9,22,15,16,64,1016,4,0.0,14.5,9,0.0
2020-05-10,SVN,21,9,21,14,15,70,1011,4,0.0,13.5,11,0.0
2020-05-11,SVN,15,10,15,12,12,88,1005,3,0.0,9.3,11,7.3
2020-05-12,SVN,10,-4,10,3,5,96,1013,1,0.0,9.3,8,23.6
2020-05-13,SVN,19,1,19,11,11,85,1013,3,0.0,9.3,5,9.4
2020-05-14,SVN,22,11,22,16,17,80,1008,4,0.0,9.4,9,1.5
2020-05-15,SVN,19,11,19,14,14,83,1010,4,0.0,9.4,11,6.3
2020-05-16,SVN,14,9,14,10,11,85,1021,3,0.0,9.4,6,10.7
2020-05-17,SVN,14,8,14,12,12,85,1021,3,0.0,13.5,4,0.0
2020-05-18,SVN,21,13,21,17,18,70,1021,4,0.0,14.5,8,0.0
2020-05-19,SVN,18,13,18,15,15,90,1017,4,0.0,9.4,6,10.8
2020-05-20,SVN,20,12,20,16,17,81,1015,4,0.0,10.5,10,23.3
2020-05-21,SVN,19,9,19,14,15,69,1020,4,0.0,13.5,8,0.0
2020-05-22,SVN,22,7,22,15,16,69,1024,5,0.0,14.5,2,0.0
2020-05-23,SVN,26,11,26,18,20,72,1023,6,0.0,14.5,4,0.2
2020-05-24,SVN,19,12,19,15,16,75,1027,4,0.0,11.5,6,36.8
2020-05-25,SVN,23,8,23,14,15,71,1026,4,0.0,12.5,3,3.8
2020-05-26,SVN,19,8,19,14,15,72,1028,4,0.0,10.5,4,1.6
2020-05-27,SVN,22,7,22,15,16,65,1028,5,0.0,14.5,5,0.0
2020-05-28,SVN,22,8,22,15,16,72,1026,4,0.0,11.5,4,1.8
2020-05-29,SVN,15,7,15,11,11,81,1022,3,0.0,11.5,6,3.1
2020-05-30,SVN,17,7,17,12,12,75,1018,3,0.0,12.5,6,1.2
2020-05-31,SVN,21,8,21,14,15,71,1018,4,0.0,12.5,2,0.1
2020-06-01,SVN,21,8,21,15,16,66,1018,4,0.0,14.5,7,0.3
2020-06-02,SVN,21,10,21,16,17,72,1015,4,0.0,10.6,6,0.4
2020-06-03,SVN,21,9,21,16,17,78,1009,4,0.0,13.5,7,0.5
2020-06-04,SVN,21,11,21,15,15,85,1002,4,0.0,9.6,12,8.6
2020-06-05,SVN,18,13,18,15,15,93,999,4,0.0,11.6,7,22.6
2020-06-06,SVN,20,12,20,16,16,90,1007,4,0.0,10.6,4,4.9
2020-06-07,SVN,20,12,20,16,16,91,1007,4,0.0,12.6,7,8.2
2020-06-08,SVN,16,8,16,13,13,97,1009,3,0.0,9.6,4,17.5
2020-06-09,SVN,19,10,19,15,15,90,1010,4,0.0,10.6,3,11.7
2020-06-10,SVN,22,11,22,16,17,84,1009,4,0.0,10.6,3,8.1
2020-06-11,SVN,21,10,21,16,16,76,1009,4,0.0,13.5,8,0.4
2020-06-12,SVN,23,10,23,16,16,75,1010,4,0.0,14.5,11,0.0
2020-06-13,SVN,25,12,25,18,19,73,1010,5,0.0,14.5,11,0.0
2020-06-14,SVN,22,12,22,17,18,85,1009,4,0.0,12.6,7,12.8
2020-06-15,SVN,18,8,18,15,15,96,1012,4,0.0,9.7,3,14.5
2020-06-16,SVN,21,14,21,17,18,87,1013,4,0.0,9.7,4,7.0
2020-06-17,SVN,19,14,19,16,16,93,1010,4,0.0,9.7,3,11.7
2020-06-18,SVN,22,13,22,17,18,87,1010,4,0.0,10.6,7,8.6
2020-06-19,SVN,21,12,21,17,17,91,1014,4,0.0,10.6,5,16.5
2020-06-20,SVN,24,13,24,19,19,79,1016,5,0.0,12.6,2,2.3
2020-06-21,SVN,18,13,18,16,15,93,1016,4,0.0,10.6,3,0.9
2020-06-22,SVN,27,13,27,21,21,65,1017,6,0.0,14.5,7,0.0
2020-06-23,SVN,28,14,28,22,22,64,1020,6,0.0,14.5,5,0.0
2020-06-24,SVN,23,12,23,18,19,69,1021,5,0.0,13.5,6,0.1
2020-06-25,SVN,21,14,21,17,17,79,1020,4,0.0,9.7,6,0.7
2020-06-26,SVN,29,14,29,22,22,69,1017,5,0.0,14.5,6,0.1
2020-06-27,SVN,28,15,28,23,23,70,1016,5,0.0,14.5,8,0.0
2020-06-28,SVN,30,15,30,24,24,69,1016,6,0.0,14.5,5,0.0
2020-06-29,SVN,30,17,30,25,25,67,1013,7,0.0,14.5,8,0.1
2020-06-30,SVN,25,16,25,20,21,78,1014,5,0.0,13.5,4,1.1
2020-07-01,SVN,27,16,27,22,22,81,1013,5,0.0,11.6,3,7.3
2020-07-02,SVN,27,16,27,22,22,80,1011,5,0.0,10.6,4,8.4
2020-07-03,SVN,18,15,18,17,17,92,1014,4,0.0,9.6,4,13.5
2020-07-04,SVN,25,11,25,19,19,72,1017,6,0.0,14.5,7,0.0
2020-07-05,SVN,27,14,27,21,21,68,1017,5,0.0,14.5,5,0.0
2020-07-06,SVN,28,16,28,23,23,72,1012,5,0.0,14.5,6,1.6
2020-07-07,SVN,20,12,20,15,16,75,1018,4,0.0,13.5,9,30.8
2020-07-08,SVN,25,11,25,19,19,65,1018,5,0.0,14.5,4,0.0
2020-07-09,SVN,27,13,27,21,21,63,1018,6,0.0,14.5,4,0.0
2020-07-10,SVN,31,15,31,25,25,67,1015,7,0.0,14.5,3,0.0
2020-07-11,SVN,27,16,27,21,21,78,1016,5,0.0,12.5,5,13.1
2020-07-12,SVN,22,13,22,17,17,77,1022,4,0.0,11.5,8,20.1
2020-07-13,SVN,22,10,22,16,17,66,1021,5,0.0,14.5,7,0.0
2020-07-14,SVN,21,11,21,16,17,68,1016,5,0.0,14.5,6,0.0
2020-07-15,SVN,26,11,26,17,18,71,1014,5,0.0,12.5,3,0.7
2020-07-16,SVN,18,13,18,15,15,88,1015,4,0.0,10.5,4,1.5
2020-07-17,SVN,19,12,19,16,16,88,1015,4,0.0,9.5,6,24.0
2020-07-18,SVN,24,11,24,17,18,75,1016,4,0.0,11.5,3,4.8
2020-07-19,SVN,26,10,26,18,19,75,1016,5,0.0,14.5,2,0.0
2020-07-20,SVN,30,14,30,22,22,71,1016,6,0.0,13.5,4,0.1
2020-07-21,SVN,30,16,30,24,24,71,1019,6,0.0,13.5,3,0.3
2020-07-22,SVN,27,17,27,22,22,81,1018,5,0.0,12.5,5,13.4
2020-07-23,SVN,25,16,25,20,20,86,1014,5,0.0,9.4,4,12.0
2020-07-24,SVN,23,15,23,19,19,93,1011,5,0.0,10.4,3,29.4
2020-07-25,SVN,19,15,19,17,16,91,1013,4,0.0,11.4,3,46.4
2020-07-26,SVN,26,15,26,21,21,78,1014,5,0.0,14.5,2,0.5
2020-07-27,SVN,28,15,28,22,22,74,1018,5,0.0,14.5,3,0.0
2020-07-28,SVN,33,17,33,27,27,66,1016,7,0.0,14.5,3,0.0
2020-07-29,SVN,27,18,27,23,23,77,1016,5,0.0,12.4,6,0.5
2020-07-30,SVN,29,18,29,24,24,76,1019,6,0.0,14.5,5,0.1
2020-07-31,SVN,28,20,28,25,25,83,1016,6,0.0,10.4,2,9.1
2020-08-01,SVN,29,20,29,26,26,77,1014,6,0.0,14.5,5,2.1
2020-08-02,SVN,29,18,29,24,24,77,1012,5,0.0,12.4,4,2.9
2020-08-03,SVN,24,17,24,22,22,88,1006,5,0.0,10.3,3,16.8
2020-08-04,SVN,23,16,23,18,20,92,1007,5,0.0,9.2,3,45.5
2020-08-05,SVN,16,14,16,15,15,94,1015,4,0.0,12.4,4,18.5
2020-08-06,SVN,24,16,24,19,20,78,1017,5,0.0,12.4,5,0.4
2020-08-07,SVN,28,16,28,23,23,75,1019,6,0.0,14.5,6,0.3
2020-08-08,SVN,28,16,28,23,23,69,1018,6,0.0,13.4,6,0.5
2020-08-09,SVN,28,18,28,24,24,72,1017,6,0.0,13.4,4,0.4
2020-08-10,SVN,29,16,29,23,23,70,1016,7,0.0,14.5,4,0.5
2020-08-11,SVN,31,17,31,26,26,68,1016,6,0.0,13.4,2,2.4
2020-08-12,SVN,27,18,27,23,23,79,1017,5,0.0,11.3,4,2.5
2020-08-13,SVN,29,19,29,25,25,75,1016,6,0.0,14.5,5,0.1
2020-08-14,SVN,27,18,27,24,24,83,1013,5,0.0,8.8,3,13.5
2020-08-15,SVN,25,17,25,20,21,87,1013,5,0.0,9.9,3,14.8
2020-08-16,SVN,29,17,29,24,24,77,1012,5,0.0,12.2,3,1.9
2020-08-17,SVN,28,17,28,23,23,74,1010,5,0.0,14.0,6,0.1
2020-08-18,SVN,20,12,20,17,18,94,1010,4,0.0,8.7,3,23.8
2020-08-19,SVN,27,14,27,21,21,74,1011,5,0.0,14.0,2,0.0
2020-08-20,SVN,29,15,29,22,22,69,1014,6,0.0,13.9,3,0.0
2020-08-21,SVN,31,17,31,24,24,72,1017,6,0.0,13.9,3,0.0
2020-08-22,SVN,32,20,32,27,27,73,1016,6,0.0,13.5,2,0.3
2020-08-23,SVN,23,18,23,20,21,88,1016,5,0.0,10.8,5,10.8
2020-08-24,SVN,22,16,22,18,20,83,1014,4,0.0,8.4,8,4.0
2020-08-25,SVN,21,14,21,17,17,82,1015,4,0.0,13.3,6,8.9
2020-08-26,SVN,26,14,26,20,20,73,1015,5,0.0,13.4,5,0.0
2020-08-27,SVN,22,15,22,18,19,75,1015,5,0.0,12.0,5,0.0
2020-08-28,SVN,26,16,26,21,21,72,1010,5,0.0,12.0,3,1.1
2020-08-29,SVN,27,16,27,23,23,77,1006,5,0.0,13.3,5,1.3
2020-08-30,SVN,22,14,22,18,18,94,1007,4,0.0,9.5,3,33.0
2020-08-31,SVN,18,12,18,15,15,93,1012,4,0.0,12.0,5,38.6
2020-09-01,SVN,22,12,22,17,18,82,1012,4,0.0,12.0,3,31.0
2020-09-02,SVN,20,11,20,15,16,84,1016,4,0.0,12.0,4,0.0
2020-09-03,SVN,20,11,20,15,16,77,1021,4,0.0,13.1,4,0.0
2020-09-04,SVN,25,11,25,17,18,75,1025,5,0.0,13.1,2,0.0
2020-09-05,SVN,27,15,27,22,22,74,1019,6,0.0,13.0,2,0.0
2020-09-06,SVN,23,15,23,19,20,82,1015,5,0.0,12.0,4,3.1
2020-09-07,SVN,19,13,19,16,16,87,1018,4,0.0,9.4,5,1.2
2020-09-08,SVN,20,11,20,15,15,76,1025,4,0.0,12.9,5,0.0
2020-09-09,SVN,25,12,25,19,20,76,1023,5,0.0,12.9,2,0.0
2020-09-10,SVN,23,14,23,18,20,79,1019,5,0.0,12.9,5,0.0
2020-09-11,SVN,22,13,22,18,20,80,1016,5,0.0,12.8,4,0.0
2020-09-12,SVN,25,14,25,19,20,75,1017,6,0.0,12.8,3,0.0
2020-09-13,SVN,25,15,25,21,21,75,1023,6,0.0,12.8,4,0.0
2020-09-14,SVN,25,15,25,20,21,76,1026,6,0.0,12.8,5,0.0
2020-09-15,SVN,25,14,25,19,20,74,1023,6,0.0,12.7,4,0.0
2020-09-16,SVN,25,14,25,20,20,71,1018,6,0.0,12.7,3,0.0
2020-09-17,SVN,24,15,24,19,20,75,1018,6,0.0,12.7,6,0.0
2020-09-18,SVN,18,13,18,15,16,74,1022,5,0.0,12.6,7,0.0
2020-09-19,SVN,20,10,20,14,15,66,1021,4,0.0,12.6,4,0.0
2020-09-20,SVN,21,9,21,15,15,67,1017,5,0.0,12.6,2,0.0
2020-09-21,SVN,22,11,22,16,17,79,1016,4,0.0,10.5,2,1.0
2020-09-22,SVN,22,12,22,17,17,88,1014,4,0.0,8.8,2,8.9
2020-09-23,SVN,20,14,20,17,17,91,1010,4,0.0,6.0,5,4.3
2020-09-24,SVN,20,11,20,15,15,90,1010,4,0.0,7.4,5,4.8
2020-09-25,SVN,19,13,19,16,16,91,1000,4,0.0,6.0,8,26.3
2020-09-26,SVN,11,7,11,8,9,90,997,2,0.0,6.0,5,32.8
2020-09-27,SVN,14,5,14,9,9,82,1006,3,0.0,8.8,5,0.0
2020-09-28,SVN,11,6,11,9,10,95,1007,3,0.0,6.0,5,49.1
2020-09-29,SVN,17,7,17,11,12,81,1015,3,0.0,10.2,3,0.0
2020-09-30,SVN,20,7,20,14,15,78,1015,5,0.0,11.6,3,0.0
2020-10-01,SVN,17,9,17,13,14,86,1008,3,0.0,7.2,7,0.0
2020-10-02,SVN,17,10,17,13,13,91,1004,4,0.0,4.3,4,3.6
2020-10-03,SVN,20,12,20,16,16,88,1001,4,0.0,7.2,7,18.4
2020-10-04,SVN,15,9,15,11,12,87,1006,3,0.0,4.2,12,18.1
2020-10-05,SVN,14,8,14,11,11,89,1009,3,0.0,5.7,7,14.7
2020-10-06,SVN,16,9,16,12,12,85,1014,3,0.0,5.7,6,0.3
2020-10-07,SVN,12,8,12,10,11,93,1012,3,0.0,4.2,4,17.0
2020-10-08,SVN,18,7,18,12,13,80,1023,3,0.0,8.7,2,0.0
2020-10-09,SVN,19,8,19,13,13,79,1022,4,0.0,8.7,2,0.0
2020-10-10,SVN,19,10,19,13,14,82,1018,4,0.0,8.7,3,0.0
2020-10-11,SVN,10,1,10,7,8,98,1016,2,0.0,4.2,7,76.5
2020-10-12,SVN,10,3,10,6,7,88,1014,2,0.0,7.2,4,11.2
2020-10-13,SVN,12,4,12,7,8,75,1009,2,0.0,8.7,4,0.0
2020-10-14,SVN,13,4,13,7,7,82,1009,2,0.0,7.2,6,0.4
2020-10-15,SVN,7,1,7,6,7,97,1010,2,0.0,4.1,3,42.0
2020-10-16,SVN,8,4,8,6,7,98,1011,2,0.0,4.1,2,18.9
2020-10-17,SVN,10,3,10,6,6,90,1016,2,0.0,4.1,2,1.5
2020-10-18,SVN,12,5,12,8,8,88,1021,2,0.0,5.6,2,0.0
2020-10-19,SVN,12,5,12,8,8,87,1025,2,0.0,5.6,1,0.0
2020-10-20,SVN,14,6,14,9,9,87,1025,3,0.0,8.7,6,0.0
2020-10-21,SVN,14,7,14,8,10,86,1022,3,0.0,8.7,14,0.0
2020-10-22,SVN,14,6,14,9,10,87,1023,3,0.0,8.7,9,0.0
2020-10-23,SVN,15,9,15,11,12,88,1019,3,0.0,4.0,11,0.1
2020-10-24,SVN,16,10,16,13,13,90,1019,3,0.0,5.6,3,6.1
2020-10-25,SVN,16,9,16,13,13,91,1014,3,0.0,7.1,3,5.8
2020-10-26,SVN,15,8,15,12,12,85,1009,3,0.0,5.5,13,1.2
2020-10-27,SVN,13,8,13,11,11,93,1011,3,0.0,3.8,3,5.1
2020-10-28,SVN,14,6,14,9,9,90,1018,3,0.0,8.7,1,0.0
2020-10-29,SVN,12,7,12,9,9,90,1021,2,0.0,5.4,2,0.0
2020-10-30,SVN,13,7,13,10,10,89,1025,3,0.0,7.1,2,0.0
2020-10-31,SVN,18,8,18,12,12,83,1024,4,0.0,8.7,2,0.0
2020-11-01,SVN,15,7,15,10,10,90,1022,4,0.0,8.7,1,0.0
2020-11-02,SVN,15,8,15,11,11,88,1022,3,0.0,8.7,5,0.0
2020-11-03,SVN,16,7,16,11,11,87,1022,3,0.0,8.7,3,0.0
