iso_code,date,unemployment_rate_idx
PAN,2020-04-30,-0.6178021978021982
PAN,2020-05-01,-0.6143956043956049
PAN,2020-05-02,-0.6109890109890115
PAN,2020-05-03,-0.607582417582418
PAN,2020-05-04,-0.6041758241758246
PAN,2020-05-05,-0.6007692307692312
PAN,2020-05-06,-0.5973626373626378
PAN,2020-05-07,-0.5939560439560444
PAN,2020-05-08,-0.590549450549451
PAN,2020-05-09,-0.5871428571428576
PAN,2020-05-10,-0.5837362637362642
PAN,2020-05-11,-0.5803296703296708
PAN,2020-05-12,-0.5769230769230773
PAN,2020-05-13,-0.5735164835164839
PAN,2020-05-14,-0.5701098901098905
PAN,2020-05-15,-0.5667032967032971
PAN,2020-05-16,-0.5632967032967037
PAN,2020-05-17,-0.5598901098901103
PAN,2020-05-18,-0.5564835164835169
PAN,2020-05-19,-0.5530769230769235
PAN,2020-05-20,-0.54967032967033
PAN,2020-05-21,-0.5462637362637366
PAN,2020-05-22,-0.5428571428571431
PAN,2020-05-23,-0.5394505494505498
PAN,2020-05-24,-0.5360439560439564
PAN,2020-05-25,-0.5326373626373629
PAN,2020-05-26,-0.5292307692307696
PAN,2020-05-27,-0.5258241758241762
PAN,2020-05-28,-0.5224175824175827
PAN,2020-05-29,-0.5190109890109893
PAN,2020-05-30,-0.5156043956043959
PAN,2020-05-31,-0.5121978021978025
PAN,2020-06-01,-0.5087912087912091
PAN,2020-06-02,-0.5053846153846157
PAN,2020-06-03,-0.5019780219780223
PAN,2020-06-04,-0.4985714285714289
PAN,2020-06-05,-0.49516483516483545
PAN,2020-06-06,-0.491758241758242
PAN,2020-06-07,-0.4883516483516486
PAN,2020-06-08,-0.48494505494505524
PAN,2020-06-09,-0.4815384615384618
PAN,2020-06-10,-0.47813186813186836
PAN,2020-06-11,-0.474725274725275
PAN,2020-06-12,-0.4713186813186816
PAN,2020-06-13,-0.46791208791208816
PAN,2020-06-14,-0.4645054945054947
PAN,2020-06-15,-0.46109890109890134
PAN,2020-06-16,-0.4576923076923079
PAN,2020-06-17,-0.4542857142857145
PAN,2020-06-18,-0.4508791208791211
PAN,2020-06-19,-0.4474725274725277
PAN,2020-06-20,-0.44406593406593425
PAN,2020-06-21,-0.44065934065934087
PAN,2020-06-22,-0.43725274725274743
PAN,2020-06-23,-0.43384615384615405
PAN,2020-06-24,-0.4304395604395606
PAN,2020-06-25,-0.4270329670329672
PAN,2020-06-26,-0.4236263736263738
PAN,2020-06-27,-0.4202197802197804
PAN,2020-06-28,-0.41681318681318696
PAN,2020-06-29,-0.4134065934065936
PAN,2020-06-30,-0.41000000000000014
PAN,2020-07-01,-0.4036956521739132
PAN,2020-07-02,-0.3973913043478262
